key,display_name,RT_mean_r2,RT_mean_mae,RT_mean_rho,RT_sd_r2,RT_sd_mae,RT_sd_rho,ACC_r2,ACC_mae,ACC_rho
t0_xgb,XGB-T0,-0.004379942728815367,239.0199223053957,0.33326660896816296,-0.06563221758069515,217.4912782863385,0.31141376259820286,-0.11007514131410012,0.06349432112056716,0.12512699294753335
t1_xgb,XGB-T1,-0.027361866282593406,240.36963031704468,0.33827068129270366,-0.053317656182162665,214.69578909642186,0.3279432447198777,-0.09293585797058013,0.06276192766694269,0.1402637673963835
t2_xgb,XGB-T2,-0.027361866282593406,240.36963031704468,0.33827068129270366,-0.053317656182162665,214.69578909642186,0.3279432447198777,-0.09293585797058013,0.06276192766694269,0.1402637673963835
t3_xgb,XGB-T3,-0.015290152536044266,236.14336931439013,0.3459833930867699,-0.07037848260559398,216.5556834808856,0.3189744276092508,-0.11746680780836227,0.06325646219373213,0.12301463068434466
t0_mlp,MLP-T0,-0.00043891748666013974,226.17685763575787,0.3710574572112201,-0.02461513528421544,211.2976674150821,0.3252886270462843,-0.09526161819321133,0.06087486255720171,0.19234111255506772
t1_mlp,MLP-T1,-0.027055897248813743,226.51023054688955,0.4092548647013724,-0.05368588764074422,211.5795553657559,0.36039451226028324,-0.0530203517873018,0.059983071948460094,0.23187421204372055
t2_mlp,MLP-T2,-0.024119544800387693,227.96220541812102,0.38668987866548477,-0.043386304406317855,214.29775471484987,0.32709560520580155,-0.07814950003516463,0.06076865131562808,0.21124205328664317
t3_mlp,MLP-T3,-0.07032533715727518,237.21736514204989,0.3710654930362826,-0.06856765759296546,214.8485713273933,0.33048038498622617,-0.1317435451921649,0.06272360822472531,0.19192804236812938
t4_mlp,MLP-T4,-0.07790638218894608,228.41533178181226,0.37515412740464693,-0.06365681457052075,212.93490378536018,0.33240343913579995,-0.09818209246652265,0.06131343139067605,0.20003288518772375
